IMP1,VTP1,IMP2,VTP2,IMP3,BSAA,BSBA,BSCA,PYEA,BSFA,BSGA,PLHA,PRHA,PTHA,PFNA,PLNA,BSPA,BSSA,BSTA,PSTA,BSWA,PLBB,PRBB,RCCB,PLCB,PRCB,PLFB,PRFB,PKAC,RPAC,PACC,PMPC,PPRC,RCHD,RPHD,PUND,PSPD,PGHE,PPOE,PBRE,PEYE,TRAF,PPBF,PSTG,PBSH,PLSH,PRSH,RATH,PCTH,PLTH,PRTH,RIWH,PAGI,PRSI,PINJ,PBAK,PTAK,PPBK,PRBK,PNEK,PFLK,PFMK,RCRK,PTRK,PBTK,PTAL,PIBL,PLEL,PREL,PLKL,PSPL,PLSL,RCCM,PHLM,PHAN,PTEN,PLKN,PRKN,PLSO,RPGP,PTHP,PJMP,PTYP,PCAR,PSAR,PTAR,RICR,PJER,PLKR,RCPR,PKPR,PSPR,PLSR,PRTR,PSTR,POVR,PAWR,PLWR,PRWR,PRAS,PPBS,PRBS,PDIS,PVIS,RELS,PRNS,PPOS,PPRS,PYRS,BSAT,STAT,BSBT,SPCT,BSCT,BSFT,PHGT,BSGT,PWGT,PHIT,BSPT,PKRT,BSST,BSTT,BSWT,PBCV,PMCV,PZCV,PFMV,PJMV,PPMV,PSMV,RCOV,PESV,PBFW,PLHW,PLTW
3,0,8,0,3,8,10,5,0,10,7,3,3,43,Boris,Bester,1,8,7,82,0,0,0,1,0,0,0,0,43,0,85,0,55,7492,0,0,81,191,40,0,0,57,43,1,34,3,3,0,63,1,1,0,84,1176,83,1,52,43,46,0,0,5,2371,40,43,0,25,0,0,0,0,0,0,6,0,1,1,1,1,12,51,79,0,50,16,0,0,0,0,217,43,0,0,51,43,52,57,1,1,0,43,45,2,0,52,1,16,55,50,0,29,6,53,30,0,72,0,9,42,7,62,0,1,0,59,65,68,54,48,43,35,55,33,42,0,0
8,0,5,0,12,10,10,0,0,3,9,17,17,38,Daniel,Renfree,2,10,7,63,0,0,0,3,0,0,0,0,38,0,89,0,37,1227,0,0,58,25,40,0,0,33,69,0,35,4,4,0,49,2,2,0,52,1177,84,0,72,69,77,0,0,20,1394,33,38,0,72,0,0,1,0,10,0,5,0,0,2,2,1,7,38,57,0,38,23,0,0,0,1,39,38,0,10,33,76,66,58,12,12,0,68,77,0,0,25,3,7,35,23,24,4,15,25,20,20,75,15,96,37,0,40,21,14,0,34,28,31,29,25,29,25,62,25,79,0,0
11,0,3,0,5,10,10,4,0,10,6,3,3,40,Marrell,Harris,0,6,10,85,0,0,0,3,0,0,0,0,40,0,83,0,36,3145,0,0,87,210,40,0,0,59,28,0,36,3,3,0,67,1,1,0,73,1178,83,1,51,40,40,0,1,17,325,52,46,0,38,0,0,0,0,10,0,5,0,1,1,1,1,3,40,74,0,89,60,0,0,0,0,60,40,0,10,70,43,64,74,1,1,0,28,33,5,0,59,1,3,36,48,5,12,10,55,29,26,73,10,40,38,0,71,10,10,0,76,34,30,30,58,30,59,68,50,33,0,0
2,0,11,0,8,10,10,4,0,10,6,3,3,41,Michael,Anderson,1,6,10,81,0,0,0,1,0,0,0,0,41,0,77,0,29,2347,0,0,86,245,63,0,0,53,27,0,38,3,3,0,56,1,1,0,70,1179,72,1,41,41,41,0,0,5,2228,54,50,0,35,0,0,0,0,0,0,6,0,1,1,1,2,3,41,81,0,90,47,0,0,0,0,286,41,0,0,49,51,52,56,1,1,0,28,25,6,3,47,2,3,31,41,5,9,10,50,29,26,70,10,12,37,0,52,10,10,0,78,25,25,31,43,28,60,49,50,23,0,1
1,0,10,0,11,10,10,0,2,3,9,3,3,44,Nick,Gall,2,10,7,70,0,0,0,1,0,0,0,0,44,0,83,0,35,5496,0,0,54,89,40,0,0,40,76,0,42,4,4,0,44,2,2,0,65,1180,76,0,44,76,76,0,0,34,2619,40,44,0,75,0,0,1,0,0,0,5,0,1,2,2,2,7,44,44,0,44,20,0,0,0,1,79,44,0,0,34,76,67,64,11,11,0,76,75,1,0,25,3,7,33,23,24,21,15,25,20,20,75,15,112,36,0,46,21,14,0,36,34,33,35,25,35,25,61,25,71,0,0
9,0,3,0,12,0,5,7,0,4,1,0,0,39,Jake,Beebe,2,7,4,79,0,0,0,3,0,0,0,0,39,0,83,0,68,1110,0,0,82,70,40,0,0,47,37,0,68,3,3,0,53,2,2,0,62,1181,82,0,72,39,39,0,0,5,1095,30,39,0,41,0,0,0,0,10,0,5,0,1,1,1,1,11,39,58,0,43,31,0,0,0,0,86,39,0,10,57,68,65,57,4,4,0,36,38,6,0,52,1,14,65,60,15,4,23,45,7,5,73,12,64,71,0,59,15,13,0,37,66,67,70,25,66,27,63,25,39,0,1
4,0,4,0,2,8,10,5,2,10,7,3,3,42,Ryan,Harris,0,8,7,84,0,0,0,1,0,0,0,0,42,0,85,0,71,9482,1,0,91,184,40,0,0,53,40,1,43,3,3,0,75,1,1,0,81,1182,86,1,52,42,44,0,0,5,2370,25,42,0,25,0,0,0,0,4,0,6,0,1,1,1,1,12,54,84,0,51,35,0,0,0,0,216,42,0,4,54,48,69,61,0,0,0,39,43,2,3,55,1,16,63,65,0,37,6,65,30,0,73,0,28,66,7,53,0,1,0,54,77,85,56,37,46,44,65,25,41,0,0
9,0,11,0,11,8,10,5,0,10,7,0,0,56,Alex,Hutton,0,8,7,85,0,0,0,3,0,0,0,0,82,0,64,0,35,5446,0,0,59,35,40,0,0,25,25,0,25,4,4,0,43,1,1,0,60,1183,84,0,43,43,43,0,0,0,934,31,61,0,25,0,0,0,0,10,0,5,0,1,1,1,1,15,60,43,0,43,14,0,0,0,0,5,83,0,10,24,50,82,74,0,0,0,25,25,1,0,25,3,19,25,21,0,21,6,25,30,0,72,0,0,14,0,43,0,1,0,46,25,25,25,53,25,65,82,60,15,0,0
9,0,8,0,1,5,10,2,1,7,8,3,3,61,Demarco,Polk,1,4,0,87,0,0,0,2,0,0,0,0,42,0,91,0,64,10957,0,0,71,237,40,0,0,45,41,1,69,3,3,0,64,1,1,0,70,1184,86,1,69,42,42,0,0,17,2085,46,42,0,41,0,0,0,0,0,0,5,0,0,1,1,1,10,64,73,0,42,51,0,0,0,0,155,42,0,0,42,71,64,55,4,4,0,40,41,5,0,49,1,15,70,64,5,42,26,45,10,11,73,9,43,72,8,63,4,10,0,56,72,76,63,78,61,87,67,43,39,0,0
9,0,12,0,13,0,5,7,0,4,1,3,3,43,Josh,Pettis,2,7,4,83,0,0,0,4,0,0,0,0,43,0,86,0,85,99,0,0,80,213,40,0,0,50,41,0,83,3,3,0,60,2,2,0,64,1185,87,1,87,43,43,0,0,20,143,29,43,0,35,0,0,0,0,0,0,5,0,2,2,2,2,11,43,65,0,47,25,0,0,0,0,9,43,0,0,54,77,82,64,0,0,0,42,43,3,0,50,3,14,80,59,15,0,23,47,7,5,76,12,69,77,0,59,15,13,0,27,67,72,71,33,67,29,77,25,40,0,1
3,0,8,0,0,6,10,7,0,10,6,3,3,44,Odell,Temple,0,10,10,92,0,0,0,2,0,0,0,0,47,0,86,0,69,2368,0,0,86,214,41,0,0,65,41,0,28,3,3,0,69,1,1,0,78,1186,84,1,59,44,44,0,0,17,1557,25,44,0,39,0,0,0,0,0,0,5,0,1,1,1,1,12,44,87,0,59,32,0,0,0,0,138,53,0,0,71,46,65,69,1,1,0,42,42,5,0,61,1,16,70,66,0,9,6,71,29,0,73,0,33,63,8,59,10,10,0,62,75,74,54,28,54,43,65,45,38,0,0
4,0,0,0,2,6,10,7,0,10,6,3,3,42,DeMarcus,Okafor,1,10,10,78,0,0,0,2,0,0,0,0,42,0,75,0,34,8713,0,0,81,166,43,0,0,65,25,0,25,3,3,0,70,1,1,0,72,1187,91,1,42,42,42,0,0,15,1556,44,55,0,40,0,0,0,0,10,0,6,0,0,1,1,2,3,42,82,0,76,45,0,0,0,0,218,42,0,10,70,66,63,76,11,11,0,25,35,1,0,59,1,3,25,42,0,34,6,64,29,0,74,0,36,36,5,77,10,10,0,79,25,25,40,56,34,53,61,42,34,0,1
13,0,4,0,9,6,10,7,0,10,6,3,3,43,Dallas,Parker,0,10,10,87,0,0,0,3,0,0,0,0,43,0,91,0,36,11573,0,0,89,203,40,0,0,72,25,0,43,4,4,0,61,1,1,0,71,1188,85,1,45,43,43,0,0,17,1094,47,62,0,29,0,0,0,0,0,0,5,0,1,1,1,2,3,43,81,0,90,46,0,0,0,0,169,43,0,0,66,44,67,65,6,6,0,25,25,6,0,71,1,3,35,45,0,45,6,79,29,0,76,0,65,34,5,67,10,10,0,74,35,35,34,44,34,48,65,73,21,0,1
2,0,2,0,5,4,2,8,0,0,3,13,13,39,William,Kelly,2,3,2,69,0,0,0,3,0,0,0,0,39,0,92,0,48,8466,0,0,54,223,59,0,0,34,66,0,58,4,4,0,39,2,2,0,64,1189,83,0,39,66,72,0,0,34,803,38,39,0,72,0,0,1,0,0,0,5,0,0,2,2,1,5,39,56,0,39,42,0,0,0,1,43,39,0,0,35,74,59,63,14,14,0,66,71,0,0,25,3,9,51,36,21,33,21,25,8,20,75,16,118,48,0,39,10,16,0,46,49,44,45,43,47,26,64,31,73,0,0
12,0,4,0,0,6,10,7,0,10,6,3,3,38,Alex,Brown,0,10,10,77,0,0,0,3,0,0,0,0,37,0,86,0,69,1057,0,0,86,242,40,0,0,55,37,0,33,3,3,0,59,1,1,0,79,1190,78,1,56,37,38,0,0,15,1393,25,37,0,25,0,0,0,0,7,0,6,0,2,1,1,1,12,37,80,0,57,15,0,0,0,0,119,37,0,7,62,43,59,64,0,0,0,37,39,4,0,53,3,16,65,72,0,4,6,50,29,0,70,0,0,69,8,55,10,10,0,50,66,70,48,40,48,35,59,25,42,0,1
7,0,4,0,1,5,10,2,0,7,8,3,3,36,Jamison,Kearse,3,4,0,81,0,0,0,4,0,0,0,0,36,0,82,0,71,9220,0,0,85,219,40,0,0,44,44,0,84,3,3,0,57,1,1,0,86,1191,81,0,71,43,47,0,0,17,142,30,36,0,40,0,0,0,0,3,0,5,0,0,1,1,1,11,36,67,0,48,39,0,0,0,0,8,36,0,3,48,77,73,54,11,11,0,43,48,5,0,38,1,14,80,69,5,36,26,33,10,11,73,9,81,76,8,51,4,10,0,29,70,68,64,25,65,31,70,33,52,0,0
7,0,8,0,0,4,2,8,0,0,3,3,3,37,Brandon,Risenhoover,2,3,2,63,0,0,0,1,0,0,0,0,37,0,82,0,37,9573,0,0,60,62,70,0,0,35,58,1,40,4,4,0,37,2,2,0,63,1192,76,0,37,59,60,0,0,34,2596,38,37,0,72,0,0,1,0,0,0,5,0,1,2,2,1,5,37,48,0,37,38,0,0,0,1,158,37,0,0,32,71,48,67,12,12,0,58,61,4,0,25,5,9,42,30,21,37,21,25,8,20,78,16,123,57,0,37,10,16,0,48,35,36,31,46,31,38,39,32,64,0,0
11,0,3,0,5,4,2,8,0,0,3,3,3,37,Colton,Johnson,2,3,2,71,0,0,0,3,0,0,0,0,37,0,89,0,34,10933,0,0,61,145,40,0,0,33,73,0,33,4,4,0,37,2,2,0,65,1193,85,0,39,73,80,0,0,34,324,25,37,0,83,0,0,1,1,0,0,5,0,0,2,2,1,5,37,48,0,37,15,0,0,0,1,13,37,1,0,35,83,73,73,0,0,0,73,81,3,0,30,3,5,35,25,21,42,21,25,8,20,79,16,112,49,0,37,10,16,0,37,25,25,25,25,27,25,69,31,83,0,0
13,0,11,0,12,5,10,2,0,7,8,3,3,38,Elijah,Jackson,3,4,0,74,0,0,0,2,0,0,0,0,38,0,89,0,55,58,0,0,82,107,50,0,1,49,42,0,64,3,3,0,56,2,2,0,61,1194,79,1,55,43,47,0,0,5,1555,31,38,0,27,0,0,0,0,0,0,5,0,0,1,1,1,11,38,66,0,46,16,0,0,0,0,110,38,0,0,45,77,55,52,11,11,0,43,48,5,0,47,1,14,65,54,5,0,26,39,10,11,77,9,74,76,8,48,4,10,0,25,65,63,60,29,63,34,57,25,50,0,0
13,0,0,0,13,10,10,0,0,3,9,3,3,37,Michael,DeLancelloti,1,10,7,70,0,0,0,3,0,0,0,0,37,0,83,0,62,9017,0,0,68,84,49,0,0,40,27,0,66,3,3,0,37,1,1,0,68,1195,76,0,60,60,63,0,0,34,1392,25,37,0,60,0,0,0,0,1,0,5,0,0,1,1,1,8,37,62,0,37,26,0,0,0,0,148,37,0,1,40,66,58,50,0,0,0,27,30,0,0,33,2,11,71,41,24,35,15,34,20,20,73,15,86,73,0,53,21,14,0,33,49,50,64,27,65,25,57,25,33,0,0
5,0,3,0,3,5,10,2,0,7,8,3,3,40,James,Vitabile,1,4,0,86,0,0,0,3,0,0,0,0,40,0,98,0,61,1032,0,0,78,138,43,0,0,44,39,0,79,3,3,0,63,2,2,0,58,1196,85,1,72,40,49,0,0,15,516,34,40,0,38,0,0,0,0,0,0,6,0,2,1,1,1,11,40,65,0,58,14,0,0,0,0,43,40,0,0,54,76,66,55,16,16,0,38,48,5,0,44,3,14,76,61,5,4,26,41,10,11,74,9,69,71,8,61,4,10,0,25,51,60,70,36,67,34,68,25,48,0,0
7,0,7,0,12,10,10,0,0,3,9,3,3,39,Delmar,Wilson,1,10,7,73,0,0,0,2,0,0,0,0,39,0,78,0,71,10958,0,0,65,207,40,0,0,25,25,0,70,4,4,0,57,1,1,0,53,1197,78,0,77,64,66,0,0,34,1554,35,39,0,63,0,0,0,0,0,0,5,0,1,1,1,2,8,39,57,0,57,32,0,0,0,0,157,39,0,0,23,65,63,49,14,14,0,25,36,0,0,25,5,10,76,43,24,42,15,25,20,20,74,15,72,60,0,39,21,14,0,35,56,52,71,28,75,33,60,26,37,0,0
1,0,9,0,5,6,10,7,0,10,6,3,3,47,Jamar,Brown,0,10,10,83,0,0,0,2,0,0,0,0,41,0,85,0,67,10982,1,0,85,193,40,0,0,57,40,0,45,3,3,0,55,1,1,0,82,1198,84,0,61,41,43,0,0,15,1553,25,41,0,25,0,0,0,0,0,0,5,0,2,1,1,1,12,41,78,0,55,31,0,0,0,0,137,44,0,0,58,59,61,73,0,0,0,41,42,4,0,56,2,16,63,71,0,42,6,50,29,0,69,0,5,71,8,52,10,10,0,43,76,64,53,25,51,48,62,43,42,0,1
5,0,11,0,11,6,10,7,0,10,6,3,3,36,Justin,Mack Jr.,0,10,10,73,0,1,1,3,0,0,0,0,36,0,75,0,35,2318,0,0,81,163,66,0,0,59,25,0,25,3,3,0,64,1,1,0,73,1199,84,1,36,36,36,0,0,21,802,38,49,0,34,0,0,0,0,0,0,5,0,0,1,1,1,3,36,76,0,69,48,0,0,0,0,137,36,0,0,71,59,57,70,0,0,0,25,31,2,0,53,1,3,25,43,0,9,6,56,29,0,74,0,33,35,5,71,10,10,0,74,25,25,34,50,29,50,55,36,36,0,0
13,0,7,0,13,5,10,2,0,7,8,3,3,41,Dominique,Wete,3,4,0,82,0,0,0,4,0,0,0,0,41,0,91,0,72,2399,0,0,80,176,47,0,0,61,40,0,69,4,4,0,59,1,1,0,72,1200,83,0,76,41,41,0,0,20,247,25,41,0,46,0,0,0,0,0,0,5,0,0,1,1,2,10,41,74,0,46,32,0,0,0,0,10,41,0,0,25,75,68,60,0,0,0,39,40,2,3,58,3,13,58,64,5,9,26,37,10,11,77,9,81,68,8,57,4,10,0,37,68,67,61,37,57,25,73,30,39,0,1
8,0,3,0,3,6,10,7,0,10,6,0,0,53,Ereck,Steward,0,10,10,75,0,0,0,2,0,0,0,0,66,0,62,0,37,10969,0,0,58,158,40,0,0,27,25,0,38,3,3,0,37,1,1,0,49,1201,77,0,37,37,37,0,0,0,1552,30,41,0,25,0,0,0,0,7,0,5,0,1,1,1,1,16,48,37,0,37,41,0,0,0,0,17,74,0,7,22,51,69,59,0,0,0,25,25,4,0,25,1,20,32,18,0,42,6,28,29,0,70,0,6,37,0,37,10,10,0,62,29,25,27,53,27,41,71,41,15,0,0
9,0,5,0,9,10,10,0,0,3,9,13,13,40,Jason,H.-Rooks,1,10,7,66,0,0,0,4,0,0,0,0,40,0,89,0,37,5665,0,0,60,174,40,0,0,39,82,0,37,4,4,0,40,2,2,0,62,1202,88,0,40,83,83,0,0,34,41,42,43,0,79,0,0,1,0,0,0,5,0,1,2,2,2,5,40,55,0,40,40,0,0,0,1,2,40,0,0,32,86,78,70,12,12,0,83,83,5,0,27,5,5,35,28,24,22,15,25,20,20,78,15,170,49,0,40,21,14,0,55,33,31,31,58,32,55,79,43,82,0,0
4,0,7,0,2,10,10,4,0,10,6,3,3,36,Alex,Peters,0,6,10,79,0,0,0,3,0,0,0,0,36,0,90,0,69,8754,0,0,86,207,40,0,0,51,34,0,39,4,4,0,60,1,1,0,86,1203,82,1,54,36,36,0,0,17,801,25,47,0,25,0,0,0,0,0,0,5,0,1,1,1,1,12,36,81,0,48,22,0,0,0,0,53,36,0,0,65,37,63,66,4,4,0,35,35,1,3,58,3,16,76,78,5,34,10,59,29,26,72,10,31,62,8,45,10,10,0,58,67,76,48,25,47,39,62,35,40,0,1
11,0,4,0,4,5,10,7,2,10,6,0,0,71,Taiwan,Banks,0,10,10,86,0,0,0,2,0,0,0,0,53,0,85,0,37,2139,0,0,84,152,45,0,0,61,42,0,33,3,3,0,71,2,2,0,82,1204,85,0,52,42,42,0,1,0,1899,56,70,0,25,0,0,0,0,9,0,5,0,2,1,1,1,0,83,80,0,59,52,0,0,0,0,109,53,0,9,45,51,73,75,9,0,0,42,42,0,0,68,1,0,21,41,4,8,6,65,29,0,75,0,58,25,5,54,10,10,0,69,25,25,27,65,25,61,73,67,39,0,1
7,0,5,0,8,10,2,6,0,4,7,3,3,40,Tre'mon,Robinson,2,10,6,77,0,0,0,3,0,0,0,0,40,0,79,0,76,10843,0,0,79,234,45,0,0,48,47,0,75,3,3,0,63,1,1,0,62,1205,80,0,74,47,53,0,0,20,1266,25,40,0,42,0,0,0,0,0,0,5,0,2,1,1,1,10,40,62,0,48,21,0,0,0,0,73,40,0,0,50,70,67,55,0,0,0,46,53,5,0,42,5,15,76,68,5,42,20,43,0,5,76,0,63,69,10,61,10,5,0,25,59,58,61,25,69,25,64,27,53,0,0
4,0,0,0,13,0,5,7,0,4,1,0,0,37,Davon,Armour-Davis,0,7,4,70,0,0,0,2,0,0,0,0,37,0,84,0,37,1027,0,0,72,178,47,0,0,64,50,0,56,3,3,0,67,2,2,0,66,1206,76,1,61,51,52,0,0,33,1898,68,61,0,58,0,0,0,0,0,0,5,0,2,1,1,1,4,37,60,0,61,69,0,0,0,0,76,37,0,0,73,59,52,67,10,10,0,50,51,1,0,58,3,4,36,39,15,4,23,59,7,5,73,12,84,50,0,62,15,13,0,60,25,25,25,63,25,41,53,53,55,0,0
11,0,8,0,4,5,10,4,0,10,6,0,0,70,Nick,Wilkerson,0,6,10,87,0,0,0,2,0,0,0,0,43,0,70,0,36,2387,0,0,80,139,58,0,1,66,41,0,39,4,4,0,68,1,1,0,77,1207,86,1,49,43,43,0,1,0,1801,58,72,0,29,0,0,0,0,1,0,5,0,2,1,1,2,0,76,87,0,68,42,0,0,0,0,104,43,0,1,67,56,66,71,0,0,0,42,41,0,0,65,1,0,25,33,5,9,10,62,29,26,74,10,56,37,0,51,10,10,0,67,25,25,29,63,26,56,59,72,39,0,1
1,0,9,0,10,6,10,7,0,10,6,3,3,43,Gehrig,Braden,2,10,10,77,0,0,0,2,0,0,0,0,43,0,74,0,34,9498,1,0,70,94,58,0,0,57,60,1,63,3,3,0,69,2,2,0,60,1208,90,0,60,60,63,0,0,21,2084,73,62,0,66,0,0,0,1,10,0,5,0,1,2,2,1,4,43,70,0,66,70,0,0,0,0,83,43,1,10,66,63,56,62,1,1,0,60,63,4,0,63,3,4,38,43,0,37,6,62,29,0,76,0,75,46,5,68,10,10,0,64,34,33,35,54,25,50,56,56,59,0,0
5,0,6,0,5,8,10,5,0,10,7,3,3,37,Drew,Allen,3,8,7,68,0,0,0,3,0,0,0,0,37,0,91,0,71,1075,0,0,85,244,40,0,0,53,25,0,56,3,3,0,74,1,1,0,84,1209,85,1,74,37,37,0,0,17,933,25,37,0,35,0,0,0,0,0,0,5,0,0,1,1,2,13,44,81,0,58,14,0,0,0,0,19,37,0,0,54,63,67,59,0,0,0,25,25,3,0,57,3,17,70,75,0,4,6,67,30,0,74,0,15,74,0,58,0,1,0,62,60,61,52,27,53,25,64,25,17,0,0
10,0,8,0,10,5,10,7,0,10,6,0,0,62,Antoine,Nelson,1,10,10,82,0,0,0,2,0,0,0,0,38,0,67,0,36,8266,0,0,71,113,56,0,0,46,37,0,38,3,3,0,43,1,1,0,59,1210,77,0,43,38,38,0,1,0,1672,47,58,0,25,0,0,0,0,10,0,5,0,2,1,1,1,0,64,77,0,49,39,0,0,0,0,92,38,0,10,50,46,47,62,9,0,0,38,37,2,0,29,3,0,36,36,4,32,6,40,29,0,74,0,50,32,5,49,10,10,0,51,25,25,36,58,25,58,55,59,38,0,0
9,0,8,0,8,4,2,8,0,0,3,3,3,37,Amir,Fox,2,3,2,69,0,0,0,2,0,0,0,0,37,0,89,0,40,10601,1,0,60,119,40,0,0,33,64,0,45,4,4,0,37,2,2,0,57,1211,77,0,57,65,70,0,0,34,1671,38,43,0,67,0,0,1,0,0,0,5,0,0,2,2,1,5,37,52,0,37,40,0,0,0,1,102,37,0,0,33,67,56,55,11,11,0,64,71,5,0,25,3,9,47,32,21,41,21,25,8,20,77,16,114,53,0,37,10,16,0,50,39,38,38,59,37,52,59,41,74,0,1
10,0,4,0,11,0,5,7,0,4,1,3,3,48,Maurice,Sapien,3,7,4,84,0,0,0,2,0,0,0,0,41,0,76,0,35,3397,1,0,80,150,45,0,0,65,71,0,43,3,3,0,69,2,2,0,65,1212,69,1,69,72,71,0,0,20,1800,71,72,0,54,0,0,0,0,10,0,5,0,1,1,1,2,2,55,67,0,75,71,0,0,0,0,13,41,0,10,62,75,70,65,4,4,0,72,71,2,0,61,2,2,28,47,15,13,23,53,7,5,73,12,87,60,0,60,15,13,0,64,25,27,34,75,25,67,69,74,70,0,1
0,0,8,0,9,5,10,2,0,7,8,3,3,36,Bryce,Hudson,2,4,0,74,0,0,0,2,0,0,0,0,36,0,78,0,71,8728,1,0,77,65,40,0,0,43,36,0,59,3,3,0,52,1,1,0,60,1213,78,1,70,36,36,0,0,17,1799,25,36,0,25,0,0,0,0,6,0,5,0,2,1,1,2,10,36,74,0,36,35,0,0,0,0,133,36,0,6,49,75,59,48,0,0,0,36,35,0,3,44,3,15,64,62,5,34,26,41,10,11,72,9,65,67,8,44,4,10,0,25,60,52,55,31,52,30,57,25,39,0,0
5,0,12,0,6,6,10,7,0,10,6,3,3,36,Pierre,Nixon,0,10,10,78,0,0,0,2,0,0,0,0,37,0,91,0,60,8883,0,0,89,209,40,0,0,54,42,0,31,3,3,0,60,1,1,0,83,1214,77,1,53,42,41,0,0,17,1897,28,40,0,27,0,0,0,0,0,0,5,0,1,1,1,1,12,36,74,0,68,17,0,0,0,0,168,36,0,0,63,43,55,56,0,0,0,41,41,3,3,57,2,16,64,60,0,34,6,48,29,0,71,0,34,62,8,48,10,10,0,50,64,61,46,41,40,55,54,25,45,0,0
6,0,4,0,5,8,10,5,0,10,7,3,3,40,John,Sterling,2,8,7,88,0,0,0,3,0,0,0,0,40,0,89,0,60,1075,0,0,83,138,40,0,0,57,25,0,66,3,3,0,71,1,1,0,83,1215,84,1,68,40,40,0,0,15,515,32,40,0,40,0,0,0,0,0,0,6,0,1,1,1,2,14,40,84,0,52,44,0,0,0,0,11,40,0,0,54,70,69,64,14,14,0,25,25,2,3,56,1,18,72,76,0,4,6,52,30,0,74,0,40,77,0,49,0,1,0,54,64,76,58,29,55,45,70,25,20,0,0
13,0,8,0,7,10,5,10,0,10,9,13,13,40,Stefano,Sambrailo,2,10,10,73,0,0,0,3,0,0,0,0,40,0,80,0,35,2119,0,0,66,55,40,0,0,38,67,0,43,4,4,0,41,2,2,0,66,1216,71,0,66,66,79,0,0,34,1265,35,40,0,73,0,0,0,0,0,0,5,0,0,2,2,1,6,40,44,0,40,42,0,0,0,0,75,40,0,0,31,77,64,72,11,11,0,67,78,2,0,25,3,8,39,30,21,8,21,25,15,20,74,17,167,57,0,40,20,16,0,51,33,40,38,56,38,60,65,41,79,0,0
2,0,10,0,7,8,10,5,0,10,7,3,3,41,Corey,Trussell,0,8,7,82,0,0,0,3,0,0,0,0,41,0,87,0,61,2133,1,0,79,46,40,0,0,59,32,0,68,3,3,0,74,1,1,0,74,1217,82,1,75,41,45,0,0,5,800,42,41,0,39,9,9,0,0,0,0,6,0,2,1,1,2,14,41,84,0,64,23,0,0,0,0,21,41,0,0,57,78,69,57,0,0,0,31,45,0,3,59,1,18,71,80,0,8,6,53,30,0,77,0,36,71,0,49,0,1,0,63,67,71,59,38,56,27,69,25,43,0,1
3,0,4,0,5,4,2,8,0,0,3,3,3,42,Alton,Williams,2,3,2,76,0,0,0,3,0,0,0,0,42,0,79,0,36,8246,0,0,52,115,50,0,0,37,72,0,37,4,4,0,42,2,2,0,47,1218,81,0,56,73,78,0,0,34,1093,41,42,0,73,0,0,1,0,0,0,5,0,0,2,2,1,6,42,42,0,42,37,0,0,0,1,66,42,0,0,32,74,64,72,0,0,0,73,78,3,0,26,5,6,36,28,21,32,21,25,8,20,78,16,109,54,0,46,10,16,0,57,30,34,33,52,32,25,66,38,75,0,0
2,0,9,0,0,10,10,4,0,10,6,3,3,41,Xavier,Rice,0,6,10,81,0,3,3,2,0,0,0,0,41,0,74,0,34,4938,1,0,84,107,40,0,0,53,30,0,25,4,4,0,66,1,1,0,75,1219,78,1,53,41,41,0,0,15,1670,50,44,0,30,0,0,0,0,10,0,6,0,1,1,1,1,3,41,79,0,84,50,0,0,0,0,225,41,0,10,67,46,58,58,0,0,0,31,27,6,0,50,3,3,29,40,5,19,10,50,29,26,71,10,47,35,0,83,10,10,0,72,25,25,38,46,33,64,59,52,26,0,1
9,0,0,0,9,6,10,7,0,10,6,3,3,37,Quinshad,White IV,0,10,10,86,0,0,0,3,0,0,0,0,37,0,77,0,43,5381,0,0,88,164,53,0,0,57,36,0,25,3,3,0,48,2,2,0,76,1220,84,1,43,37,42,0,0,15,1391,65,66,0,42,0,0,0,0,0,0,1,0,0,1,1,1,1,37,68,0,59,69,0,0,0,0,109,37,0,0,57,75,63,55,0,0,0,37,42,2,0,64,1,1,24,43,0,21,6,55,29,0,72,0,55,45,5,59,10,10,0,66,43,40,25,68,31,71,55,68,45,0,0
5,0,10,0,5,10,10,4,0,10,6,3,3,49,Ahmon,Flott,0,6,10,82,0,0,0,3,0,0,0,0,37,0,84,0,70,9731,0,0,88,238,40,0,0,55,36,0,49,3,3,0,62,1,1,0,88,1221,82,1,57,37,37,0,0,5,932,25,37,0,25,0,0,0,0,0,0,6,0,1,1,1,2,12,37,80,0,46,20,0,0,0,0,72,37,0,0,59,44,63,63,11,11,0,36,37,1,0,62,3,16,65,74,5,38,10,53,29,26,70,10,33,70,8,66,10,10,0,56,75,70,50,43,46,25,62,25,40,0,0
12,0,11,0,8,10,5,10,0,10,9,3,3,42,Shane,Benson,1,10,10,73,0,0,0,2,0,0,0,0,42,0,64,0,65,1334,0,0,55,86,47,0,0,48,25,1,77,3,3,0,45,2,2,0,53,1222,83,0,70,69,68,0,0,34,1551,40,42,0,69,0,0,0,0,0,0,5,0,2,1,1,1,8,42,59,0,46,31,0,0,0,0,156,42,0,0,45,68,58,53,14,14,0,25,27,4,0,44,3,10,70,40,21,5,21,42,15,20,77,17,104,61,0,44,20,16,0,25,54,57,68,35,73,25,61,32,24,0,0
