PRG1,SRK1,PRG2,SRK2,SRK3,BSAA,BSBA,BSCA,PYEA,BSFA,PRGA,BSGA,PLHA,PRHA,PTHA,PFNA,PLNA,BSPA,BSSA,BSTA,PSTA,BSWA,PLBB,PRBB,PLCB,PRCB,PLFB,PRFB,PKAC,PACC,PRGC,PMPC,PPRC,RCHD,PGID,TGID,POID,PUND,PHPD,PSPD,PRSD,PGHE,PUHE,PPOE,PBRE,PEYE,TRAF,PPBF,PBSH,PLSH,PRSH,PCTH,PLTH,PRTH,PAGI,PPRI,PINJ,PBAK,PTAK,PPBK,PRBK,PNEK,PFLK,PFMK,PTRK,PBTK,PTAL,PIBL,PHCL,PLEL,PREL,PLFL,PLKL,PSPL,PLSL,PGGM,PHLM,PSTM,PHAN,PJEN,PTEN,PLHN,PRHN,PWIN,PLKN,PRKN,PLSO,PTHP,PIMP,PJMP,PTYP,PCAR,PSAR,PTAR,PLCR,PJER,PLKR,PMOR,PKPR,PSPR,PLSR,PRTR,PSTR,POVR,PAWR,PLWR,PRWR,PPBS,PRBS,PRGS,PDIS,PVIS,RELS,PRNS,PPOS,PPRS,PYRS,BSAT,BSBT,SPCT,BSCT,BSFT,PHGT,PRGT,BSGT,PWGT,PHIT,BSPT,PGRT,PKRT,BSST,BSTT,BSWT,PBCV,PMCV,PZCV,PFMV,PJMV,PPMV,PSMV,PESV,PRAW,PBFW,PLHW,PLTW,PRGY,PLSY,PSTY,sgmp,
0,0,0,0,0,0,5,7,0,4,0,1,3,3,41,Morris,Bryant,2,7,4,80,0,0,0,0,0,0,0,40,76,0,0,34,5426,4265,60,4265,0,0,72,0,170,0,40,0,1,53,75,46,4,4,55,2,2,62,0,66,1,57,74,73,8,0,20,67,61,0,62,0,10,10,0,0,0,0,0,5,0,0,27,0,0,0,0,2,2,1,42,0,67,0,69,58,0,0,0,0,0,41,0,0,46,73,66,59,14,14,74,74,0,3,0,53,2,2,36,35,15,23,49,7,5,73,0,12,94,68,0,0,59,15,13,0,63,27,28,32,51,20,40,61,0,74,0,0,0,0,0,0,
0,0,0,0,0,10,10,4,0,10,0,6,3,3,40,John,Capps,0,6,10,85,0,0,0,0,0,0,0,40,83,0,0,36,5397,4263,60,4263,0,0,88,0,204,0,40,0,0,58,27,37,3,3,67,1,1,73,0,83,1,51,40,40,0,1,17,51,46,0,38,0,0,0,0,0,0,10,0,5,0,0,81,1,0,0,0,1,1,1,40,0,75,0,90,59,0,0,0,0,0,40,0,10,71,43,65,64,1,1,28,32,0,5,0,59,1,3,36,47,5,10,56,29,26,74,0,10,38,38,0,0,70,10,10,0,76,35,31,31,59,30,59,50,0,33,0,0,0,0,0,0,
0,1,0,0,0,10,10,4,1,10,0,6,10,10,40,Cameron,Franklin,0,6,10,83,0,0,0,0,0,0,0,40,77,0,0,38,4387,4581,65,4581,0,0,87,0,168,0,51,0,1,60,47,41,0,0,63,2,2,79,0,82,1,45,47,46,0,0,5,82,67,0,47,0,0,0,28,0,0,0,0,6,0,0,5,0,0,0,0,2,2,1,40,56,73,0,61,75,0,0,0,0,0,40,0,0,61,82,68,60,14,14,47,45,0,6,0,70,2,1,34,34,5,10,60,29,26,69,0,10,35,46,0,0,56,10,10,0,69,14,20,32,87,30,82,81,0,46,0,0,0,0,0,0,
0,0,0,0,0,5,10,2,0,7,0,8,3,3,40,Michael,Sampson,2,4,0,75,0,0,0,0,0,0,0,40,80,0,0,65,10953,4252,60,4252,0,0,87,0,14,0,40,0,0,49,38,74,4,4,57,1,1,51,0,82,1,71,40,40,0,0,5,19,40,0,30,0,0,0,0,0,0,0,0,5,0,0,52,2,0,0,0,1,1,1,40,0,74,0,49,24,0,0,0,0,0,40,0,0,48,75,64,40,11,11,39,40,0,4,0,57,1,13,65,61,5,26,33,10,11,74,0,9,26,59,8,0,53,4,10,0,18,61,65,59,38,50,38,29,0,40,0,0,0,0,0,0,
0,0,0,0,0,10,10,4,1,10,0,6,3,3,44,Brad,Bonner,2,6,10,80,0,0,0,0,0,0,0,40,71,0,0,35,10849,4250,60,4250,0,0,71,0,199,0,52,0,1,70,63,45,3,3,72,2,2,67,0,82,0,60,63,68,0,0,21,73,67,0,74,0,0,0,0,0,0,0,0,5,0,0,87,0,0,0,0,1,1,1,46,0,73,0,72,61,0,0,0,0,0,40,0,0,64,71,64,48,11,11,63,67,0,2,0,65,1,4,33,43,5,10,64,29,26,79,0,10,95,57,0,0,62,10,10,0,69,22,21,25,58,28,76,62,0,68,0,0,0,1,0,0,
0,1,0,0,0,10,10,4,2,10,0,6,3,3,40,Mike,Nugent,0,6,10,84,0,0,0,0,0,0,0,40,87,0,0,78,1178,341,4,341,0,0,83,2,211,0,40,0,0,65,38,48,3,3,62,1,1,85,9,82,1,64,40,40,0,0,15,23,48,0,37,0,0,0,28,0,0,1,0,1,0,0,8,2,0,0,0,1,1,1,40,57,87,0,51,15,0,0,0,0,0,44,0,1,69,54,71,63,0,0,39,40,0,2,0,69,1,16,75,83,5,10,58,29,26,74,0,10,36,69,8,0,52,10,10,0,60,81,82,52,42,53,46,44,0,40,0,0,0,0,0,0,
0,1,0,0,0,6,10,7,2,10,0,6,10,10,40,Dave,Vincent,0,10,10,83,0,0,0,0,0,0,0,40,79,0,0,17,12105,4100,58,4100,0,0,87,2,131,0,57,0,0,62,47,30,0,0,53,2,2,83,0,82,1,42,47,40,0,0,15,69,75,0,38,0,0,0,28,0,0,10,0,5,0,0,32,1,0,0,0,1,1,1,40,56,73,0,57,77,0,0,0,0,0,40,0,10,61,58,69,58,11,11,47,38,0,1,0,66,2,1,29,45,0,6,58,29,0,70,0,0,30,42,5,0,61,10,10,0,76,37,37,25,83,32,81,68,0,38,0,0,0,0,0,0,
0,0,0,0,0,10,10,4,0,10,0,6,3,3,40,Michael,Petty,0,6,10,77,0,0,0,0,0,0,0,40,70,0,0,36,30,4249,60,4249,0,0,88,0,70,0,51,0,0,62,22,28,4,4,64,1,1,76,0,81,1,40,40,40,0,0,15,42,54,0,22,0,0,0,0,0,0,0,0,5,0,0,88,1,0,0,0,1,1,1,40,0,84,0,93,45,0,0,0,0,0,40,0,0,72,42,63,68,11,11,23,20,0,0,0,60,1,3,35,47,5,10,57,29,26,73,0,10,43,36,0,0,77,10,10,0,79,30,25,29,39,30,65,50,0,21,0,1,0,0,0,0,
0,1,0,0,0,0,5,7,2,4,0,1,10,10,40,Cody,Johnson,2,7,4,83,0,0,0,0,0,0,0,40,88,0,0,84,1328,4094,58,4094,0,0,80,2,6,0,69,0,0,49,38,84,0,0,67,1,1,73,0,94,0,81,40,43,0,0,15,29,40,0,36,0,0,0,28,0,0,0,0,6,0,0,43,1,0,0,0,1,1,1,40,64,68,0,54,22,0,0,0,0,0,40,0,0,53,83,84,58,1,1,38,44,0,6,0,49,1,14,78,71,15,23,38,7,5,73,0,12,59,80,0,0,62,15,13,0,19,71,76,78,34,74,15,23,0,44,0,0,0,0,0,0,
0,1,0,0,0,7,7,8,3,6,0,9,0,0,73,Dustin,Fletcher,0,8,6,94,0,0,0,0,0,0,0,30,88,0,0,40,5391,4647,66,4647,0,0,74,2,119,0,34,0,0,50,19,50,0,0,50,2,2,86,2,90,0,45,45,50,0,1,33,64,64,0,50,0,0,0,28,0,0,0,0,5,0,0,4,2,0,0,0,1,1,1,76,63,75,0,69,74,0,0,0,0,0,30,0,0,50,65,70,69,1,1,40,26,0,3,0,60,3,0,68,40,6,7,50,7,7,75,0,7,60,50,7,0,73,7,7,0,69,40,40,40,77,40,77,77,0,26,0,1,0,0,0,0,
0,1,0,0,0,5,10,7,2,10,0,6,0,0,85,Nick,Brown,0,10,10,83,0,0,0,0,0,0,0,40,96,0,0,81,3347,4822,68,4822,0,0,94,0,167,0,40,0,1,64,40,40,5,5,71,1,1,91,35,87,1,45,40,40,0,0,0,64,71,0,26,0,0,0,28,0,0,0,0,6,0,0,12,2,0,0,0,1,1,1,86,76,87,0,78,71,0,0,0,0,0,40,0,0,56,49,85,66,9,1,40,40,0,1,0,33,1,0,86,84,4,6,64,29,0,77,0,0,39,39,5,0,40,10,10,0,67,84,86,24,66,24,79,75,0,39,0,1,0,0,0,0,
0,1,0,0,0,0,5,7,1,4,0,1,4,4,40,Jonathan,Beach,1,7,4,89,0,0,0,0,0,0,0,40,86,0,0,77,8002,4817,68,4817,0,0,85,2,41,0,40,0,0,46,39,80,5,5,64,1,1,78,0,81,1,78,40,40,8,0,17,29,40,0,42,0,0,0,28,0,0,0,0,5,0,0,45,1,0,0,27,1,1,1,40,56,77,0,55,25,0,0,0,0,0,40,0,0,56,80,77,31,0,0,40,38,0,1,0,50,1,14,85,67,15,23,43,7,5,72,0,12,73,85,0,0,54,15,13,0,16,68,63,70,26,67,18,31,0,39,0,0,0,0,0,0,
0,1,0,0,0,6,10,7,2,10,0,6,10,10,40,Cody,Hood,0,10,10,76,0,0,0,0,0,0,0,40,73,0,0,67,4381,4090,58,4090,0,0,83,2,129,0,60,0,0,56,42,59,0,0,69,1,1,66,0,82,1,65,43,40,0,0,5,21,40,0,15,0,8,8,28,0,0,0,0,1,0,0,30,2,0,0,0,1,1,1,40,36,72,0,47,19,0,0,0,0,0,40,0,0,54,80,66,66,11,11,43,22,0,3,3,50,1,17,68,73,0,6,52,29,0,71,0,0,24,83,5,0,55,10,10,0,58,69,68,57,42,57,19,43,0,22,0,1,0,0,0,0,
0,1,0,0,0,6,10,7,1,10,0,6,10,10,40,Andrew,Vaughn,0,10,10,84,0,0,0,0,0,0,0,40,90,0,0,52,4462,4580,65,4580,0,0,81,0,200,0,41,0,0,54,22,61,0,0,70,1,1,85,0,80,0,67,40,40,0,0,5,28,40,0,15,0,0,0,28,0,0,0,0,6,0,0,4,0,0,0,0,1,1,1,40,42,79,0,45,35,0,0,0,0,0,40,0,0,62,66,62,44,0,0,21,20,0,4,0,59,3,18,66,75,0,6,51,29,0,79,0,0,43,69,5,0,57,10,10,0,76,58,69,55,28,54,25,43,0,19,0,1,0,0,0,0,
0,0,0,0,0,6,10,7,0,10,0,6,3,3,40,Ernest,McPherson,2,10,10,84,0,0,0,0,0,0,0,40,80,0,0,42,1106,4237,60,4237,0,0,92,0,165,0,40,0,0,65,28,54,3,3,55,1,1,76,0,84,1,44,40,40,0,0,15,66,60,0,16,0,0,0,0,0,0,1,0,5,0,0,83,0,0,0,0,1,1,1,40,0,71,0,82,59,0,0,0,0,0,40,0,0,70,51,63,54,11,11,28,25,0,5,3,66,3,3,46,51,0,6,64,29,0,75,0,0,51,39,5,0,75,10,10,0,63,44,41,42,42,42,67,60,0,25,0,1,0,0,0,0,
0,1,0,0,0,10,5,10,2,10,0,9,4,4,40,Bo,Cook,2,10,10,76,0,0,0,0,0,0,0,40,94,0,0,36,5509,4810,68,4810,0,0,68,0,60,0,40,0,0,36,79,34,5,5,40,2,2,66,24,88,0,40,87,93,0,0,34,41,41,0,87,0,7,7,28,1,0,0,0,5,0,0,65,0,0,0,0,2,2,1,40,66,40,0,40,40,0,0,0,1,0,40,0,0,37,92,91,79,11,11,80,86,0,6,0,27,5,8,33,34,21,21,15,15,20,73,0,17,142,55,0,0,40,20,16,0,58,30,31,30,49,31,33,38,0,86,0,0,0,0,0,0,
0,1,0,0,0,4,2,8,1,0,0,3,10,10,40,Akim,Taylor,2,3,2,63,0,0,0,0,0,0,0,40,90,0,0,34,5635,4579,65,4579,0,0,61,0,87,0,54,0,0,33,71,38,1,1,40,2,2,60,4,81,0,42,70,69,0,0,34,39,40,0,65,0,0,0,28,1,0,0,0,5,0,0,63,1,0,0,0,2,2,1,40,44,40,0,40,23,0,0,0,1,0,40,0,0,37,75,61,60,14,14,71,69,0,3,0,24,5,7,37,27,21,21,20,8,20,75,0,16,134,36,0,0,40,10,16,0,17,29,29,29,19,31,17,37,0,70,0,0,0,0,0,0,
0,1,0,0,0,5,10,5,2,10,0,7,0,0,76,Travis,Garcia,0,8,7,86,0,0,0,0,0,0,0,40,73,0,0,36,1121,340,4,340,0,0,66,2,164,0,40,0,0,53,38,41,3,3,54,2,2,66,11,79,0,50,40,40,0,1,0,45,64,0,23,0,0,0,28,0,0,1,0,6,0,0,17,1,0,0,0,2,2,1,84,63,71,0,69,39,0,0,0,0,0,40,0,1,57,54,72,67,0,0,38,39,0,5,0,36,1,0,24,41,1,6,48,30,0,76,0,0,51,37,0,0,40,0,1,0,65,27,20,24,57,23,57,67,0,39,0,1,0,0,0,0,
0,1,0,0,0,8,10,5,2,10,0,7,10,10,44,Jacques,Hargrove,0,8,7,81,0,0,0,0,0,1,1,40,80,0,0,75,10814,4084,58,4084,0,0,84,2,243,0,47,0,0,54,40,45,0,0,61,1,1,83,1,82,1,61,40,42,0,0,15,25,40,0,17,0,0,0,28,0,0,0,0,5,0,0,34,2,0,0,0,1,1,1,40,47,78,0,50,34,0,0,0,0,0,40,0,0,55,51,72,75,4,4,40,42,0,2,3,56,3,16,76,72,0,6,61,30,0,71,0,0,16,72,7,0,57,0,1,0,62,82,90,52,27,51,28,59,0,42,0,1,0,0,0,0,
0,1,0,0,0,10,10,0,1,3,0,9,17,17,40,Jason,Smith,2,10,7,63,0,0,0,0,0,0,0,40,76,0,0,82,3400,2457,35,4808,0,0,52,2,182,0,40,0,0,22,18,78,5,5,45,2,2,53,0,83,0,80,66,64,0,0,34,33,40,0,63,0,0,0,28,0,0,0,0,5,0,0,93,1,0,0,0,2,2,1,40,66,70,0,40,21,0,0,0,0,0,40,0,0,68,76,75,50,14,14,17,29,0,4,0,22,5,12,84,41,24,15,47,20,20,77,0,15,134,75,0,0,40,21,14,0,19,53,48,83,31,78,37,21,0,29,0,0,0,0,0,0,
0,0,0,0,0,5,10,4,0,10,0,6,0,0,67,Jeff,Vickers,0,6,10,85,0,0,0,0,0,0,0,40,70,0,0,35,10824,4229,60,4229,0,0,78,0,168,0,40,0,0,49,40,47,3,3,50,1,1,76,0,85,0,48,40,40,0,0,0,56,79,0,16,0,0,0,0,0,0,9,0,5,0,0,3,2,0,0,0,1,1,1,74,0,72,0,62,45,0,0,0,0,0,40,0,9,53,48,63,65,0,0,40,39,0,3,0,45,3,0,29,39,5,10,46,29,26,74,0,10,53,39,0,0,42,10,10,0,69,22,22,19,74,20,69,68,0,39,0,1,0,0,0,0,
0,1,0,0,0,4,2,8,0,0,0,3,10,10,40,Fred,McNamara,2,3,2,63,0,0,0,0,0,0,0,40,87,0,0,40,4420,4575,65,4575,0,0,52,2,177,0,40,0,0,35,78,39,1,1,40,2,2,60,0,69,0,40,77,70,0,0,34,38,40,0,76,0,0,0,28,1,0,10,0,5,0,0,70,2,0,0,0,2,2,1,40,47,41,0,40,36,0,0,0,1,0,40,0,10,29,76,64,61,3,3,78,70,0,6,0,18,5,8,38,28,21,21,20,8,20,76,0,16,117,55,0,0,42,10,16,0,44,33,34,34,49,33,44,35,0,70,0,1,0,0,0,0,
0,1,0,0,0,4,5,4,3,5,0,5,13,13,30,John,Champe,2,5,5,70,0,0,0,0,0,0,0,30,72,0,0,40,12319,4660,66,4660,0,0,60,2,58,0,42,0,1,30,81,65,1,1,30,2,2,70,0,63,0,50,70,73,0,0,34,40,40,0,71,0,0,0,28,1,0,0,0,5,0,0,76,1,0,0,0,2,2,1,30,44,62,0,40,40,0,0,0,1,0,30,0,0,30,84,65,60,0,0,74,69,0,5,0,40,5,7,62,40,16,19,30,19,19,76,0,19,157,55,19,0,62,19,19,0,40,40,40,40,60,40,60,40,0,76,0,0,0,0,0,0,
0,1,0,0,0,8,10,5,2,10,0,7,10,10,40,Zach,Fox,4,8,7,79,0,0,0,0,0,0,0,40,94,0,0,65,10915,4073,58,4073,0,0,81,2,42,0,68,0,0,58,20,66,0,0,75,1,1,87,0,90,1,82,40,43,0,0,15,24,40,0,25,0,0,0,28,0,0,0,0,5,0,0,24,1,0,0,0,1,1,1,40,44,82,0,63,43,0,0,0,0,0,40,0,0,55,63,76,71,0,0,20,42,0,5,3,57,2,18,78,83,0,6,61,30,0,72,0,0,30,86,0,0,62,0,1,0,60,57,74,55,25,53,46,21,0,42,0,0,0,0,0,0,
0,1,0,0,0,6,10,7,0,10,0,6,10,10,40,Jeremy,Wilson,0,10,10,75,0,0,0,0,0,0,0,40,79,0,0,45,4353,4569,65,4569,0,0,84,2,75,0,40,0,0,57,22,42,0,0,68,1,1,78,0,81,1,43,40,40,0,0,15,56,57,0,24,0,0,0,28,0,0,1,0,6,0,0,23,1,0,0,0,1,1,1,40,53,79,0,85,56,0,0,0,0,0,40,0,1,72,40,64,57,0,0,22,28,0,5,0,63,1,3,41,49,0,6,57,29,0,73,0,0,32,45,5,0,78,10,10,0,69,42,41,35,50,35,50,46,0,28,0,0,0,0,0,0,
0,0,0,0,0,10,10,0,0,3,0,9,3,3,40,Justin,Sharpe,2,10,7,65,0,1,1,0,0,0,0,40,73,0,0,35,10954,4213,60,4213,0,0,58,0,230,0,40,0,0,35,79,38,4,4,40,2,2,61,0,80,0,40,78,67,0,0,34,15,41,0,65,0,0,0,0,1,0,0,0,5,0,0,71,2,0,0,0,2,2,1,40,0,42,0,40,19,0,0,0,1,0,40,0,0,34,72,62,68,11,11,78,68,0,5,0,34,3,5,34,18,24,15,20,20,20,78,0,15,126,59,0,0,42,21,14,0,42,20,19,19,40,28,47,41,0,68,0,0,0,0,0,0,
0,1,0,0,0,0,5,7,2,4,0,1,4,4,40,Matthew,Brigham,2,7,4,85,0,0,0,0,0,0,0,40,85,0,0,77,9509,4807,68,4807,0,0,87,0,30,0,40,0,0,43,40,86,5,5,63,2,2,85,3,92,1,79,40,40,0,0,5,14,40,0,44,0,0,0,28,0,0,0,0,6,0,0,42,0,0,0,12,1,1,1,40,63,65,0,62,15,0,0,0,0,0,40,0,0,48,78,82,49,11,11,40,40,0,6,0,37,1,14,77,71,15,23,35,7,5,69,0,12,80,86,0,0,54,15,13,0,31,74,80,75,24,69,30,37,0,40,0,1,0,0,0,0,
0,0,0,0,0,4,2,8,0,0,0,3,3,3,40,Lorenzo,Love,3,3,2,65,0,0,0,0,0,0,0,40,90,0,0,34,10767,4212,60,4212,0,0,54,0,144,0,63,0,0,35,76,36,4,4,40,2,2,54,0,77,1,40,76,69,0,0,34,40,40,0,63,0,0,0,0,1,0,0,0,5,0,0,78,2,0,0,0,2,2,1,40,0,40,0,40,38,0,0,0,1,0,40,0,0,33,72,61,58,12,12,76,70,0,2,0,15,3,5,33,27,21,21,20,8,20,77,0,16,152,49,0,0,40,10,16,0,45,31,30,30,49,30,46,36,0,69,0,0,0,0,0,0,
0,1,0,0,0,8,9,9,3,6,0,9,10,10,40,Harrison,Waylee,1,9,9,93,0,0,0,0,0,0,0,30,91,0,0,40,3592,4666,66,4666,0,0,90,2,190,0,37,0,1,61,45,45,0,0,65,1,1,92,0,94,1,45,58,56,0,0,30,53,51,0,56,0,0,0,28,0,0,0,0,5,0,0,30,2,0,0,0,1,1,1,40,57,75,0,78,88,0,0,0,0,0,30,0,0,63,56,74,74,2,2,44,55,0,5,0,61,1,1,40,45,6,2,61,2,2,70,0,2,20,45,2,0,85,2,2,0,98,40,40,40,89,40,89,87,0,55,0,0,0,0,0,0,
0,1,0,0,0,10,10,4,2,10,0,6,10,10,40,Ryan,Turner,1,6,10,83,0,0,0,0,0,0,0,40,84,0,0,36,10558,4069,58,4069,0,0,90,2,71,0,59,0,0,64,26,32,0,0,68,1,1,78,0,84,1,49,40,43,0,0,15,64,48,0,35,0,0,0,28,0,0,0,0,6,0,0,7,1,0,0,0,1,1,1,40,47,97,0,94,63,0,0,0,0,0,40,0,0,69,45,70,67,11,11,26,34,0,3,0,68,1,3,32,46,5,10,64,29,26,70,0,10,23,37,0,0,70,10,10,0,81,31,28,33,65,32,62,55,0,34,0,1,0,0,0,0,
0,1,0,0,0,0,5,7,0,4,0,1,10,10,40,Terry,Owens,1,7,4,76,0,0,0,0,0,0,0,40,84,0,0,64,4364,4568,65,4568,0,0,85,2,9,0,66,0,1,50,39,73,1,1,55,1,1,62,0,85,1,79,40,40,0,0,17,26,40,0,44,0,0,0,28,0,0,0,0,5,0,0,8,1,0,0,0,1,1,1,40,48,70,0,53,25,0,0,0,0,0,40,0,0,50,80,70,56,14,14,39,39,0,6,3,53,1,14,59,69,15,23,43,7,5,73,0,12,68,70,0,0,52,15,13,0,23,61,61,75,21,79,18,23,0,38,0,0,0,0,0,0,
0,1,0,0,0,8,8,8,3,8,0,8,10,10,30,Eric,Rogers,2,8,8,90,0,0,0,0,0,0,0,30,93,0,0,71,7489,4669,66,4669,0,0,87,2,155,0,63,0,1,64,42,69,0,0,67,2,2,90,11,84,1,68,45,50,0,0,17,50,63,0,50,2,0,0,28,0,0,11,0,5,32,0,12,2,0,0,0,2,2,1,30,75,80,0,64,70,0,0,0,0,0,30,0,11,65,65,77,79,0,0,46,44,0,2,0,65,3,16,92,89,3,1,64,1,1,74,0,1,15,65,1,0,83,1,1,0,69,87,74,81,81,65,81,81,0,42,0,0,0,0,0,0,
0,1,0,0,0,5,10,5,0,10,0,7,0,0,74,Jason,Graham,1,8,7,80,0,0,0,0,0,0,0,40,68,0,0,36,4450,16030,229,4565,0,0,74,2,170,0,46,0,0,34,38,36,0,0,61,2,2,67,0,83,0,40,40,40,0,0,0,63,67,0,24,0,0,0,9,0,0,7,0,6,0,0,4,2,0,0,0,2,2,1,76,53,44,0,69,55,0,0,0,0,0,40,0,7,41,59,70,72,9,1,37,39,0,6,0,53,1,0,25,38,1,6,32,30,0,74,0,0,55,35,0,0,58,0,1,0,68,26,19,34,65,24,65,66,0,39,0,1,0,0,0,0,
0,1,0,0,0,8,10,5,0,10,0,7,10,10,40,Ray,Williams,2,8,7,77,0,0,0,0,0,0,0,40,79,0,0,36,4391,4564,65,4564,0,0,82,2,166,0,43,0,0,58,20,39,0,0,61,1,1,76,0,87,1,42,40,40,0,0,15,47,57,0,20,0,0,0,28,0,0,0,0,6,0,0,14,0,0,0,0,1,1,1,40,47,83,0,92,55,0,0,0,0,0,40,0,0,64,52,61,71,0,0,21,40,0,5,0,59,3,3,32,46,0,6,64,30,0,76,0,0,42,37,0,0,73,0,1,0,77,32,30,31,42,30,60,58,0,40,0,1,0,0,0,0,
0,1,0,0,0,8,10,5,1,10,0,7,4,4,40,Frank,Bennett,2,8,7,79,0,0,0,0,0,0,0,40,93,0,0,75,10055,4804,68,4804,0,0,94,2,4,0,40,0,0,53,18,70,5,5,71,1,1,87,0,88,1,76,40,40,0,0,17,28,40,0,29,0,9,9,28,0,0,0,0,5,0,0,4,0,0,0,0,1,1,1,40,64,88,0,70,18,0,0,0,0,0,40,0,0,61,68,83,61,15,15,18,25,0,2,0,54,3,18,83,74,0,6,52,30,0,73,0,0,15,70,0,0,53,0,1,0,64,80,83,60,21,54,25,37,0,26,0,1,0,0,0,0,
0,1,0,0,0,10,2,6,0,4,0,7,10,10,40,David,Davis,2,10,6,81,0,0,0,0,0,0,0,40,77,0,0,73,6195,4562,65,4562,0,0,73,2,2,0,40,0,0,49,43,69,0,0,60,2,2,63,0,80,1,70,43,48,0,0,5,38,40,0,38,0,0,0,28,0,0,0,0,5,0,0,33,2,0,0,0,1,1,1,40,43,62,0,43,39,0,0,0,0,0,40,0,0,45,65,62,48,10,10,43,49,0,5,0,41,1,15,61,63,5,20,46,0,5,77,0,0,79,77,10,0,48,10,5,0,44,58,63,71,56,69,73,40,0,49,0,0,0,0,0,0,
0,0,0,0,0,10,10,0,1,3,0,9,13,13,40,Kyle,Robinson,2,10,7,71,0,0,0,0,0,0,0,40,87,0,0,40,10967,4210,60,4210,0,0,60,0,150,0,48,0,0,35,68,50,4,4,40,2,2,59,0,78,0,40,68,67,0,0,34,38,40,0,67,0,3,3,0,1,0,0,0,5,0,0,61,1,0,0,0,2,2,1,40,0,41,0,40,17,0,0,0,1,0,40,0,0,37,73,59,67,0,0,68,66,0,4,0,28,5,7,48,32,24,15,19,20,20,73,0,15,114,37,0,0,40,21,14,0,31,40,32,41,20,41,20,34,0,67,0,0,0,1,0,0,
0,1,0,0,0,8,8,8,3,8,0,8,10,10,30,Jeremiah,Howard,2,8,8,92,0,0,0,0,0,0,0,30,97,0,0,40,3343,4675,66,4675,0,0,88,2,193,0,87,0,1,82,56,52,0,0,92,2,2,99,48,85,1,45,50,61,0,0,30,74,73,0,55,0,0,0,28,0,0,1,0,5,106,1,14,1,0,0,0,1,1,1,30,99,91,0,81,76,0,0,0,0,0,30,0,0,92,56,96,91,10,10,49,46,0,6,0,82,1,3,73,40,3,2,89,2,2,71,0,2,18,45,2,0,83,2,2,0,70,40,40,40,99,40,99,80,0,47,0,0,0,0,0,0,
0,0,0,0,0,10,10,0,0,3,0,9,3,3,40,Austin,Berry,1,10,7,77,0,0,0,0,0,0,0,40,83,0,0,65,10833,4208,60,4208,0,0,69,0,169,0,40,0,0,40,35,65,4,4,45,2,2,59,0,79,0,61,64,65,0,0,34,25,40,0,67,0,0,0,0,0,0,0,0,5,0,0,90,0,0,0,0,1,1,1,40,0,68,0,40,18,0,0,0,0,0,40,0,0,39,66,59,41,11,11,35,34,0,3,0,37,1,10,69,41,24,15,33,20,20,75,0,15,95,71,0,0,43,21,14,0,31,54,54,76,31,71,24,23,0,35,0,0,0,0,0,0,
0,1,0,0,0,10,10,0,0,3,0,9,10,10,40,Jim,White,0,10,7,78,0,0,0,0,0,0,0,40,85,0,0,58,10853,4558,65,4558,0,0,67,2,3,0,66,0,0,43,27,63,0,0,47,2,2,66,0,82,1,68,68,68,0,0,34,25,40,0,68,0,0,0,28,0,0,0,0,5,0,0,70,0,0,0,0,2,2,1,40,41,57,0,47,30,0,0,0,0,0,40,0,0,41,73,64,41,0,0,27,19,0,4,0,39,5,11,64,48,24,15,37,20,20,75,0,15,82,80,0,0,57,21,14,0,30,53,55,78,26,77,24,21,0,20,0,0,0,0,0,0,
0,1,0,0,0,0,5,7,3,4,0,1,10,10,40,Andrew,Howard,1,7,4,84,0,1,1,0,0,0,0,40,74,0,0,35,2085,4067,58,4067,0,0,79,0,31,0,47,0,0,61,67,53,0,0,71,2,2,58,0,74,1,40,79,71,0,0,17,74,65,0,71,0,0,0,28,0,0,0,0,5,0,0,20,1,0,0,0,1,1,1,40,54,59,0,75,77,0,0,0,0,0,40,0,0,50,66,71,64,10,10,67,65,0,6,3,54,2,2,36,41,15,23,42,7,5,73,0,12,94,56,0,0,64,15,13,0,70,32,35,31,58,31,64,56,0,65,0,1,0,0,0,0,
0,1,0,0,0,7,7,7,3,7,0,7,10,10,30,Ivan,Davis,0,7,7,70,0,0,0,0,0,0,0,30,86,0,0,70,5427,4679,66,4679,0,0,70,2,190,0,39,0,0,52,77,77,1,1,53,2,2,93,0,75,0,70,52,53,0,0,20,53,50,0,54,2,0,0,28,0,0,11,0,5,0,0,52,0,0,0,0,1,1,1,30,65,68,0,53,50,0,0,0,0,0,30,0,11,52,77,74,58,0,0,76,75,0,6,0,53,5,10,70,28,11,7,52,7,7,75,0,7,60,84,7,0,30,7,7,0,48,26,29,69,76,81,76,51,0,77,0,0,0,0,0,0,
0,1,0,0,0,6,10,7,1,10,0,6,4,4,74,Brandon,Hayes,1,10,10,80,0,0,0,0,0,0,0,40,87,0,0,72,1189,4796,68,4796,0,0,85,2,127,0,42,0,0,68,22,24,5,5,75,1,1,82,0,83,1,74,40,41,0,0,5,47,64,0,28,0,0,0,28,0,0,0,0,5,0,0,29,0,0,0,0,1,1,1,79,51,82,0,99,52,0,0,0,0,0,40,0,0,81,54,75,65,3,3,23,29,0,2,0,73,2,3,75,61,0,6,80,29,0,74,0,0,26,74,5,0,69,10,10,0,83,74,80,36,52,30,44,69,0,29,0,1,0,0,0,0,
